CityEntityId;NomeIta;NomeEng;Hash;Lin;Time;Flags;Size;Road;Pop;Fel;BP;PF;PFB;FUR;TR;TRNE;Beni;BeniP;BeniS;BeniSp;BeniSpB;BeniB;BeniG;Mon;Mat;Med;Dia;GenAtk_A;GenDef_A;GenAtk_D;GenDef_D;CampiAtk_A;CampiDef_A;CampiAtk_D;CampiDef_D;SpedAtk_A;SpedDef_A;SpedAtk_D;SpedDef_D;IQAtk_A;IQDef_A;IQAtk_D;IQDef_D;IQmonB;IQmatB;IQmon;IQmat;IQBeni;IQTruppe;IQAzioni;IQCap;Ally;FSP;TPM;TPB;ADM;MOD;RIN;IMM;Fragments
W_MultiAge_SUM21A6;Nascondiglio pirata - Liv. 6;Pirate's Hideout - Lv. 6;R_MultiAge_SummerBonus21f-994e01a4a;;;19;5x6;2.5;17253;29660;;2.04;;;;;7.2;;;;;;;329000;191400;9905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21A7;Nascondiglio pirata - Liv. 7;Pirate's Hideout - Lv. 7;R_MultiAge_SummerBonus21g-6e9018ec0;;;19;5x6;2.5;17972;31410;;5;;;;;13.75;;;;;;;343300;144800;9300;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21A8;Nascondiglio pirata - Liv. 8;Pirate's Hideout - Lv. 8;R_MultiAge_SummerBonus21h-671e61dc4;;;19;5x6;2.5;18691;33160;;10.5;;;;;19.6;;;;;;;357500;95700;9075;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21A9;Nascondiglio pirata - Liv. 9;Pirate's Hideout - Lv. 9;R_MultiAge_SummerBonus21i-e0a877099;1;;19;5x6;2.5;19410;34890;;16;;;;;27.2;;;;;;;372000;72400;8760;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21B1;Acque degli squali;Shark Shallows;D_MultiAge_SummerBonus21Sharks-44a253d29;1;;19;5x2;;;10190;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21C1;Ancoraggio del Capitano;Captain's Anchorage;D_MultiAge_SummerBonus21Boat-8c6c913ac;1;;19;5x2;;;10190;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM21D1;Molo del pescatore;Fisherman's Pier;D_MultiAge_SummerBonus21Pier-66c27a51c;1;;19;5x2;;;10190;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A1;Emporio - Liv. 1;Trading Post - Lv. 1;59f933260;;;19;4x5;2;10043;23636;;;;;;;;;;;;;;84786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A10;Baia dei bucanieri;Buccaneers Bay;e1b7896bf;1;;19;4x5;2;11430;29263;;19;;;;;31;;;;;;;148482;;;;25;40;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_SUM23DEF:4
W_MultiAge_SUM23A2;Emporio - Liv. 2;Trading Post - Lv. 2;73fc68984;;;19;4x5;2;10195;24231;;1;;;;;3;;;;;;;86313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A3;Emporio - Liv. 3;Trading Post - Lv. 3;328d4b5ae;;;19;4x5;2;10351;24863;;3;;;;;5;;;;;;;88785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A4;Emporio - Liv. 4;Trading Post - Lv. 4;2e2ff54ed;;;19;4x5;2;10503;25540;;4;;;;;7;;;;;;;92202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A5;Emporio - Liv. 5;Trading Post - Lv. 5;397e639c8;;;19;4x5;2;10659;26136;;5;;;;;9;;;;;;;96323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A6;Emporio - Liv. 6;Trading Post - Lv. 6;5922d7b76;;;19;4x5;2;10814;26770;;6;;;;;12;;;;;;;102334;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A7;Emporio - Liv. 7;Trading Post - Lv. 7;da47ce1d7;;;19;4x5;2;10967;27402;;7;;;;;15;;;;;;;110332;;;;;11;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A8;Emporio - Liv. 8;Trading Post - Lv. 8;65f56f43d;;;19;4x5;2;11122;28000;;9;;;;;18;;;;;;;119397;;;;;18;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23A9;Emporio - Liv. 9;Trading Post - Lv. 9;bd509420c;1;;19;4x5;2;11278;28632;;15;;;;;25;;;;;;;130352;;;;20;30;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;golden_upgrade_kit_SUM23A:1|selection_kit_SUM23DEF:1
W_MultiAge_SUM23B1;Casa del cartografo;Cartographer's House;e58d9bf4d;1;;19;2x3;1;;;;9;;;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_SUM23A1:3|golden_upgrade_kit_SUM23A:3|upgrade_kit_SUM23A:3
W_MultiAge_SUM23C1;Grotta del teschio;Skull Cave;4834af282;1;;19;2x2;;;;;7;;;;;;;;;;;;;;;;22;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23D1;Beni nascosti;Hidden Goods;5e5e7ae14;1;;19;1x1;;;;;1;;;;;3;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23E1;Saccheggiatore PY-R4T4;PY-R8 Marauder;8aac76fff;1;;19;1x1;;;;;;;;1;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM23F1;Rosa del paradiso;Paradise Rose;7897ff414;1;;19;1x1;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A1;Respiro del Drago - Lv. 1;Dragon’s Breath - Lv. 1;5b2c5ca13;;;19;6x4;2;1480;2210;;5;;;;;;;;;;;;152180;;;;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A10;Respiro del Drago Argento;Silver Dragon’s Breath;f4262f1a3;1;;19;6x4;2;26580;39840;;32;;;;;91;;;;;;;426120;;;;22;35;;;47;60;;;;;;;;;;;;;;;;;;;;;;;;;;;golden_upgrade_kit_SUM24A:5|selection_kit_SUM24BC:3|upgrade_kit_SUM24B:3
W_MultiAge_SUM24A11;Respiro del Drago Cremisi;Crimson Dragon’s Breath;308c4f188;1;;19;6x4;2;29520;44260;;35;;;;;104;;;;;;;456560;;;;26;39;;;56;69;;;;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_SUM24BC:6|upgrade_kit_SUM24B:6|upgrade_kit_SUM24C:6
W_MultiAge_SUM24A2;Respiro del Drago - Lv. 2;Dragon’s Breath - Lv. 2;a6f66ed61;;;19;6x4;2;2960;4420;;8;;;;;;;;;;;;182620;;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A3;Respiro del Drago - Lv. 3;Dragon’s Breath - Lv. 3;00aa2bb7f;;;19;6x4;2;5900;8860;;11;;;;;;;;;;;;213060;;;;4;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A4;Respiro del Drago - Lv. 4;Dragon’s Breath - Lv. 4;1113cef18;;;19;6x4;2;8860;13280;;14;;;;;13;;;;;;;243500;;;;5;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A5;Respiro del Drago - Lv. 5;Dragon’s Breath - Lv. 5;fcda7c73a;;;19;6x4;2;11800;17700;;17;;;;;26;;;;;;;273940;;;;6;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A6;Respiro del Drago - Lv. 6;Dragon’s Breath - Lv. 6;f1a271529;;;19;6x4;2;14760;22140;;20;;;;;39;;;;;;;304380;;;;9;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A7;Respiro del Drago - Lv. 7;Dragon’s Breath - Lv. 7;370e83576;;;19;6x4;2;17720;26560;;23;;;;;52;;;;;;;334800;;;;12;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A8;Respiro del Drago - Lv. 8;Dragon’s Breath - Lv. 8;19e93297d;;;19;6x4;2;20660;30980;;26;;;;;65;;;;;;;365240;;;;15;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24A9;Respiro del Drago - Lv. 9;Dragon’s Breath - Lv. 9;0a91e2a2c;1;;19;6x4;2;23620;35420;;29;;;;;78;;;;;;;395680;;;;18;31;;;38;51;;;;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_SUM24BC:1|silver_upgrade_kit_SUM24A:5
W_MultiAge_SUM24B1;Gong del Drago d'Oro - Lv. 1;Golden Dragon Gong - Lv. 1;ae77783b9;;;19;1x1;;-1140;;;1;;;;;3;;;;;;5;;;;;;;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24B2;Gong del Drago d'Oro - Lv. 2;Golden Dragon Gong - Lv. 2;13480b1a5;1;;19;1x1;;-1140;;;1.32;;;;0.67;4;;;;;;10;;;;;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24B3;Gong del Drago d'Oro Asceso;Ascended Golden Dragon Gong;7d28da497;1;10;51;1x1;;-1140;;;2.64;;;;1.34;5;;;;;;10;;;;;;;;;6;;;;;;;6;;;4;;0.01;;;;;;;;;;;;;;;;
W_MultiAge_SUM24C1;Campana d'Oro di Zheng - Lv. 1;Zheng's Golden Bell - Lv. 1;7e9c677fe;;;19;1x1;;-1140;;;2;;;;;;;;;;;;;;;;;;;;;8;;;;;13;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24C2;Campana d'Oro di Zheng - Lv. 2;Zheng's Golden Bell - Lv. 2;294d1c4c3;1;;19;1x1;;-1140;;;2;;;;;;;3;;;;;;;;;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM24C3;Campana d'Oro di Zheng Ascesa;Ascended Zheng's Golden Bell;b254c1d66;1;10;51;1x1;;-1140;;;2;;;;;;;5;;;;;;;;;;;;;;14;;;;;19;;3;;;;;0.01;;;;;;;;;;;;;;;
W_MultiAge_SUM24D1;Bar Jade Booty;Jade Booty Bar;80b84c381;1;;19;4x3;;27260;;;72;;;;;96;;;;;;;;;;;;;;;96;96;84;84;;;;;;25;;;;;;;;;;;;;;;;;;;golden_selection_kit_SUM24A:20
W_MultiAge_SUM24E1;Magazzino del Capitano Bao;Captain Bao's Warehouse;e27297ffe;1;;19;3x4;;;47680;;96;;;;;108;120;;;;;;;;;;;;;;;;;;84;84;96;96;;;25;;;;;;;;;;;;;;;;;;silver_selection_kit_SUM24A:10
W_MultiAge_SUM24F1;Officina del Velaio - Lv. 1;Sailmaker’s Workshop - Lv. 1;94f154bc8;;;19;2x2;;;11360;;;;;;;;40;;;;;;;33560;;;;;;;;;;;24;;33;;;;;;;;;;;;;;;1.2;;;;;;;selection_kit_SUM24A:5
W_MultiAge_SUM24F2;Officina del Velaio - Lv. 2;Sailmaker’s Workshop - Lv. 2;a477e5f73;1;;19;2x2;;;11360;;9;;;;;;40;;;;;;;33560;;;;;;;;;;;24;;33;;;;;;;;;;;;;;;1.6;;;;;;;selection_kit_SUM24A:5
W_MultiAge_SUM24F3;Studio del Velaio;Sailmaker’s Studio;0656ef770;1;;19;2x2;;;11360;;9;;;;;20;40;;;;;;;33560;;;;;;;;;;;24;;33;;;;;;;;;;;;;;;2;;;;;;;silver_selection_kit_SUM24A:5
W_MultiAge_SUM24F4;Atelier del Velaio;Sailmaker’s Atelier;2a09a0ce8;1;;19;2x2;;;11360;;9;;;;;20;40;;;;;;;33560;;;;;;;27;;30;;24;;33;;;;;;;;;;;;;;;2.4;;;;;;;golden_selection_kit_SUM24A:5
W_MultiAge_SUM25A1;Nascondiglio della Laguna - Lv. 1;Lagoon Hideout - Lv. 1;d9f1a5f3d;;;19;5x5;2.5;5850;;;10;;;;;;;;;;;;;108910;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A10;Nascondiglio della Laguna - Lv. 10;Lagoon Hideout - Lv. 10;ab2cc058a;;;19;5x5;2.5;32170;;;55;;;;;;;;;;;;;174240;;;;;;;;;;215;;52;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A11;Nascondiglio della Laguna - Lv. 11;Lagoon Hideout - Lv. 11;9c8cbb297;;;19;5x5;2.5;35090;;;60;;;;;;;;;;;;;181510;;;;;;;;;;235;;93;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A12;Nascondiglio della Laguna - Lv. 12;Lagoon Hideout - Lv. 12;891e25a60;;;19;5x5;2.5;38020;;;65;;;;;;;;;;;;;188760;;;;;;;;;;255;;134;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A13;Nascondiglio della Laguna - Lv. 13;Lagoon Hideout - Lv. 13;64c7dca71;;;19;5x5;2.5;40940;;;70;;;;;;;;;;;;;196030;;;;;;;;;;275;;175;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A14;Nascondiglio della Laguna - Lv. 14;Lagoon Hideout - Lv. 14;e1ec462b7;;;19;5x5;2.5;43870;;;75;;;;;;;;;;;;;203280;;;;;;;;;;295;;215;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A15;Nascondiglio della Laguna - Lv. 15;Lagoon Hideout - Lv. 15;7c25dd954;;;19;5x5;2.5;46790;;;80;;;;;;;;;;;;;210550;;;;;;;;;;315;;255;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A16;Nascondiglio della Laguna - Lv. 16;Lagoon Hideout - Lv. 16;5f1e315ff;1;;19;5x5;2.5;49720;;;110;;;;;;;;;;;;;217800;;;;;;;;;;335;;295;;;;;;;;;;;;;;;;;;;;;;;selection_kit_SUM25BC:1|silver_upgrade_kit_SUM25A:5
W_MultiAge_SUM25A17;Tenuta della Laguna ;Lagoon Hold;24c0b18a4;1;;19;5x5;2.5;58490;;;140;;;;;;;;;;;;;225070;;;;;;;;;;355;;335;;;;;;;;;;;;;;;M;;;;;;;;golden_upgrade_kit_SUM25A:5|selection_kit_SUM25BC:2
W_MultiAge_SUM25A18;Roccaforte della laguna;Lagoon Stronghold;07c82a6d9;1;;19;5x5;2.5;67260;;;170;;;;;;;;;;;;;232320;;;;;;;;;;375;;375;;;;;;;;;;;;;;;M;;;;;;;;selection_kit_SUM25BC:3
W_MultiAge_SUM25A2;Nascondiglio della Laguna - Lv. 2;Lagoon Hideout - Lv. 2;2a9c1fe2f;;;19;5x5;2.5;8770;;;15;;;;;;;;;;;;;116160;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A3;Nascondiglio della Laguna - Lv. 3;Lagoon Hideout - Lv. 3;c40b36701;;;19;5x5;2.5;11700;;;20;;;;;;;;;;;;;123430;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A4;Nascondiglio della Laguna - Lv. 4;Lagoon Hideout - Lv. 4;042ee71ee;;;19;5x5;2.5;14620;;;25;;;;;;;;;;;;;130680;;;;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A5;Nascondiglio della Laguna - Lv. 5;Lagoon Hideout - Lv. 5;f4bea7a04;;;19;5x5;2.5;17550;;;30;;;;;;;;;;;;;137950;;;;;;;;;;113;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A6;Nascondiglio della Laguna - Lv. 6;Lagoon Hideout - Lv. 6;00cc55780;;;19;5x5;2.5;20470;;;35;;;;;;;;;;;;;145200;;;;;;;;;;134;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A7;Nascondiglio della Laguna - Lv. 7;Lagoon Hideout - Lv. 7;1fc6d8111;;;19;5x5;2.5;23400;;;40;;;;;;;;;;;;;152470;;;;;;;;;;154;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A8;Nascondiglio della Laguna - Lv. 8;Lagoon Hideout - Lv. 8;ffd76c28a;;;19;5x5;2.5;26320;;;45;;;;;;;;;;;;;159720;;;;;;;;;;175;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25A9;Nascondiglio della Laguna - Lv. 9;Lagoon Hideout - Lv. 9;1129e4c0c;;;19;5x5;2.5;29240;;;50;;;;;;;;;;;;;166990;;;;;;;;;;195;;10;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25B1;Paradiso di Cocco del Capitano;Captain's Coconut Paradise;3f329ef7d;1;;19;1x3;;-6380;;;12;;;;;18;;;;;;;64720;;;;5;5;;;;;;;26;26;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25B2;Paradiso di Cocco del Capitano Asceso;Ascended Captain's Coconut Paradise;ed747749e;1;30;51;1x3;;-6380;;;12;;;;;18;;;;;;;129430;;;;10;10;;;;;;;42;42;;;15;15;;;;;;20000;;;;;;;;;;;;;
W_MultiAge_SUM25C1;Pergolato del Pappagallo del Pirata;Pirate's Parrot Perch;f24bfb3c2;1;;19;1x3;;-6380;;;12;;;;;;9;;;;;;;;6560;;;;6;6;;;19;19;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SUM25C2;Pergolato del Pappagallo del Pirata Asceso;Ascended Pirate's Parrot Perch;e47e6aab1;1;30;51;1x3;;-6380;;;18;;;;;;21;;;;;;;;13120;;;;6;6;;;19;19;;;;;;;15;15;;;20000;;;;;;;;;5;;;;;
W_MultiAge_SUM25D1;Bazar Galleggiante di Barbanera;Blackbeard's Floating Bazaar;7a806faae;1;;19;5x5;;;;;250;;;;;;;;;;;;;;;;110;110;110;110;;;;;375;375;375;375;25;25;25;25;;;;;;;;;;;;;;;;;golden_selection_kit_SUM25A:20
W_MultiAge_SUM25E1;Eredità della Regina Anna;Queen Anne's Legacy;5274efaa0;1;;19;4x6;;;;;400;;;;;;;;;0.05;;;;;;;60;60;60;60;180;180;180;180;;;;;25;25;25;25;;;;;;;;;;;;;;;;;upgrade_kit_ascended_SUM20A:12
W_MultiAge_SUM25F1;Roccia della Sirena - Lv. 1;Siren's Rock - Lv. 1;7f9fd6e4d;;;19;2x5;1;14890;;;;;;;;40;;40;;;;;161790;;;;;;;;14;14;;;51;51;;;;;;;;;;;;;;;;2;;;;;;;selection_kit_SUM25A:2
W_MultiAge_SUM25F2;Roccia della Sirena - Lv. 2;Siren's Rock - Lv. 2;d464e1f61;1;;19;2x5;1;17020;;;;;;;;50;;50;;;;;215720;;;;;;;;16;16;;;61;61;;;;;;;;;;;;;;;;4;;;;;;;selection_kit_SUM25A:3
W_MultiAge_SUM25F3;Roccia Tesoro della Sirena;Siren's Treasure Rock;431d9a1a7;1;;19;2x5;1;19140;;;;;;;;60;;60;;;;;269660;;;;;;;;18;18;;;71;71;;;;;;;;;;;;;;;;6;;;;;;;silver_selection_kit_SUM25A:4
W_MultiAge_SUM25F4;Roccia Tesoro della Sirena Incantata;Enchanted Siren's Treasure Rock;f0e72dbff;1;;19;2x5;1;21270;;;;;;;;70;;70;;;;;323590;;;;;;;;20;20;;;81;81;;;;;;;;;;;;;;;;8;;;;;;;golden_selection_kit_SUM25A:5
W_MultiAge_SummerBonus22Buccaneer;Rimessa delle barche del bucaniere;Buccaneer's Boathouse;81fa36aa9;1;;19;4x4;2;11586;30341;1;8;;;;;20;;;;;;;214193;;2813;;;23;24;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
W_MultiAge_SummerBonus22Deadman;Rimessa delle barche dell'uomo morto;Deadman's Boathouse;562b5978e;1;;19;4x4;2;11586;30341;;6;;;;;18;;;;;;25;214193;;2813;;19;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22a;Rimessa delle barche del corsaro - Liv. 1;Privateer's Boathouse - Lv. 1;f7723ba79;;;19;4x4;2;10043;23636;;;;;;;;;;;;;;84786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22b;Rimessa delle barche del corsaro - Liv. 2;Privateer's Boathouse - Lv. 2;9812e2d6a;;;19;4x4;2;10195;24231;;;;;;;;;;;;;;86313;;832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22c;Rimessa delle barche del corsaro - Liv. 3;Privateer's Boathouse - Lv. 3;f6de4d6f3;;;19;4x4;2;10351;24866;;;;;;;1;;;;;;;88785;;996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22d;Rimessa delle barche del corsaro - Liv. 4;Privateer's Boathouse - Lv. 4;614205595;;;19;4x4;2;10503;25540;;;;;;;2;;;;;;;92202;;1159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22e;Rimessa delle barche del corsaro - Liv. 5;Privateer's Boathouse - Lv. 5;db4928e72;;;19;4x4;2;10659;26139;;;;;;;3;;;;;;;96323;;1323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22f;Rimessa delle barche del corsaro - Liv. 6;Privateer's Boathouse - Lv. 6;9b9e69fd1;;;19;4x4;2;10814;26770;;;;;;;5;;;;;;;102334;;1487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22g;Rimessa delle barche del corsaro - Liv. 7;Privateer's Boathouse - Lv. 7;4cd750d56;;;19;4x4;2;10967;27402;;;;;;;8;;;;;;;110332;;1654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22h;Rimessa delle barche del corsaro - Liv. 8;Privateer's Boathouse - Lv. 8;778d9d5e9;;;19;4x4;2;11122;28000;;;;;;;10;;;;;;;119397;;1821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22i;Rimessa delle barche del corsaro - Liv. 9;Privateer's Boathouse - Lv. 9;2192ed85d;;;19;4x4;2;11278;28632;;;;;;;12;;;;;;;130352;;2155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_SummerBonus22j;Rimessa delle barche del corsaro - Liv. 10;Privateer's Boathouse - Lv. 10;f508c0f05;;;19;4x4;2;11430;29263;;;;;;;14;;;;;;;148482;;2479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_TEMP24GR;Chrono Colonna - Attivo;Chrono Column - Active;c797c0dfd;1;1;23;2x2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40000;40000;20;10;;;;;;;;;;;
W_MultiAge_TEMP24GRDecoration;Chrono Colonna - Non attivo;Chrono Column - Inactive;165a75a91;;;23;2x2;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_TEMP24WW;Fontana dei Desideri - Attivo;Wish Fountain - Active;9f8b3b60f;1;;55;2x2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_TEMP24WWDecoration;Fontana dei Desideri - Non attivo;Wish Fountain - Inactive;4a29365ee;;;23;2x2;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A1;Riserva di montagna - liv. 1;Mountain Reserve - Lv. 1;R_MultiAge_WildBonus21a-8bda6e714;;;19;4x6;2;16678;18150;;;;;;;;;;;;;;217500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A2;Riserva di montagna - liv. 2;Mountain Reserve - Lv. 2;R_MultiAge_WildBonus21b-6f9ca8de0;;;19;4x6;2;17598;20940;;;;;;;;;;;;;;246000;;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A3;Riserva di montagna - liv. 3;Mountain Reserve - Lv. 3;R_MultiAge_WildBonus21c-9c25eff58;;;19;4x6;2;18461;23460;;;;;;;5;;;;;;;271800;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A4;Riserva di montagna - liv. 4;Mountain Reserve - Lv. 4;R_MultiAge_WildBonus21d-27d592ec3;;;19;4x6;2;19438;25830;;2;;;;;10;;;;;;;297500;;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A5;Riserva di montagna - liv. 5;Mountain Reserve - Lv. 5;R_MultiAge_WildBonus21e-8cc85ef2b;;;19;4x6;2;20128;28490;;5;;;;;15;;;;;;;326200;;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A6;Riserva di montagna - liv. 6;Mountain Reserve - Lv. 6;R_MultiAge_WildBonus21f-729eb2f29;;;19;4x6;2;21164;30710;;8;;;;;20;;;;;;;343300;;1921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A7a;Montagna dell'Orso;Bear Mountain;R_MultiAge_WildBonus21gBear-ff49306ff;1;;19;4x6;2;21854;33500;;11;;;;;26;;;;;;;377800;;2881;;;;43;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A7b;Montagna dell'Aquila;Eagle Mountain;R_MultiAge_WildBonus21gEagle-403ce881f;1;;19;4x6;2;21854;33500;;10;;;;;23;;;;;;;400500;;2616;;28;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A7c;Montagna dell'Alce;Moose Mountain;R_MultiAge_WildBonus21gMoose-953eca7c6;1;;19;4x6;2;21854;33500;;13;;;;;32;;;;;;;400500;;3360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_WILD21A8a;Montagna dell'Orso Serena;Serene Bear Mountain;222583512;1;;19;4x6;2;29520;44260;;26;;;;;52;;;;;;;456560;;3140;;;;110;110;;;110;110;;;;;;;15;15;;;;;;;200;;;;;;;;;;
W_MultiAge_WILD21A8b;Montagna dell'Aquila Serena;Serene Eagle Mountain;3c89369aa;1;;19;4x6;2;29520;44260;;26;;;;;52;;;;;;;456560;;3140;;110;110;;;110;110;;;;;;;15;15;;;;;;;;;200;;;;;;;;;;
W_MultiAge_WILD21A8c;Montagna dell'Alce Serena;Serene Moose Mountain;a2a68b020;1;;19;4x6;2;59040;88540;;130;;;;;130;130;;;;;260;760940;290860;31380;;;;;;;;;;;;;;15;;15;;;;;;;;200;;;;;;;;;;
W_MultiAge_WILD22A1;Attraversamento degli animali - Liv. 1;Animal Crossing - Lv. 1;R_MultiAge_WildBonus22a-7470d642d;;;19;6x3;1.5;9575;15180;;;;;;;;;;;;;;154500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
